Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
5;1079525;2НДФЛ;Покупка автомобиля;0;0.55;мужской;0;0;высшее;менеджер среднего звена;>250;0;15;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1079545;2НДФЛ;Ремонт;1;0.29;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1079565;2НДФЛ;Ремонт;0;0.12;женский;0;0;высшее;менеджер среднего звена;>250;3;155;37;Информационные технологии;ООО;холост / не замужем;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1079585;Свободная форма с печатью работодателя;Покупка земли;1;0.41;женский;0;0;высшее;менеджер среднего звена;< 50;0;69;53;Торговля;ООО;разведен / разведена;1;1;1;1;1;0.2134831461;1;0;0;0;0.3333333333;1;2;70;3;0;1;22;92;1;0;0;0;0;0;0
5;1079605;2НДФЛ;Ремонт;1;0.42;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>250;0;151;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1079625;Поступление зарплаты на счет;Ремонт;1;0.47;женский;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1079645;2НДФЛ;Ремонт;1;0.49;женский;0;0;высшее;специалист;< 50;0;25;47;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1079665;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.16;мужской;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1079685;Форма банка (без печати работодателя);Ремонт;0;0.48;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;136;53;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1079705;2НДФЛ;Ремонт;1;0.39;женский;0;0;высшее;специалист;>250;0;87;52;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1079725;Поступление зарплаты на счет;Отпуск;0;0.25;мужской;1;0;высшее;специалист;>250;0;12;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1079745;Поступление зарплаты на счет;Ремонт;0;0.35;женский;0;0;высшее;специалист;>250;1;32;46;Информационные технологии;Иная форма;разведен / разведена;0;0;0;0;0;0.05;0;0;0;0;0.25;1;3;19;4;1;1;16;70;1;0;0;0;0;0;0
5;1079765;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.59;женский;0;0;высшее;специалист;>250;0;8;24;Другое;ЗАО;разведен / разведена;0;0;0;0;0;0;0;1;1;1;1;3;0;38;3;1;0;0;31;0;0;0;0;0;0;0
5;1079785;Поступление зарплаты на счет;Покупка автомобиля;1;0.59;женский;2;0;среднее-специальное;вспомогательный персонал;>250;1;49;35;Другое;ООО;разведен / разведена;2;2;0;0;0;0.1827956989;0;1;1;1;0.75;6;2;76;8;3;1;1;32;1;0;0;0;0;0;0
5;1079805;2НДФЛ;Ремонт;1;0.49;женский;1;0;высшее;вспомогательный персонал;>250;0;29;30;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1079825;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;мужской;0;0;высшее;менеджер среднего звена;< 50;0;12;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1079845;2НДФЛ;Ремонт;1;0.47;мужской;0;0;высшее;вспомогательный персонал;>250;0;72;44;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1079865;2НДФЛ;Покупка автомобиля;0;0.24;женский;0;0;второе высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1079885;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.52;женский;1;0;высшее;специалист;< 50;1;52;42;Торговля;ООО;женат / замужем;1;1;1;0;0;0;0;0;0;0;0.1666666667;1;5;39;6;1;1;3;104;0;0;0;0;0;0;0
5;1079905;Форма банка (без печати работодателя);Отпуск;0;0.33;женский;2;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1079925;2НДФЛ;Покупка недвижимости/ строительство;0;0.3;мужской;2;0;высшее;менеджер среднего звена;>250;0;269;40;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1079945;2НДФЛ;Покупка земли;1;0.39;женский;0;0;высшее;специалист;< 50;0;18;32;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1079965;Форма банка (без печати работодателя);Ремонт;0;0.33;женский;0;0;высшее;менеджер высшего звена;< 50;0;6;50;Торговля;ООО;гражданский брак;3;3;0;0;0;0.0321637427;1;0;0;0;0.1666666667;2;4;331;6;1;0;59;99;1;0;0;0;0;0;0
5;1079985;2НДФЛ;Ремонт;0;0.2;мужской;1;0;высшее;рабочий;>250;1;43;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080005;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.36;женский;0;0;второе высшее;специалист;>250;0;38;29;Другое;Иная форма;женат / замужем;4;3;3;1;1;0.0289855072;0;2;1;1;0.6;3;2;67;5;1;0;0;86;1;0;0;0;0;0;0
5;1080025;Форма банка (без печати работодателя);Ремонт;0;0.58;мужской;0;0;высшее;менеджер высшего звена;< 50;0;31;39;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0090909091;1;0;0;0;0.5;2;2;109;4;2;2;23;73;1;0;0;0;0;0;0
5;1080045;Поступление зарплаты на счет;Ремонт;1;0.41;женский;1;0;незаконченное высшее;специалист;>250;1;53;26;Торговля;ООО;женат / замужем;1;0;0;0;0;0;0;0;0;0;0.5;2;2;71;4;0;1;5;27;0;0;0;0;0;0;0
5;1080065;Форма банка (без печати работодателя);Покупка автомобиля;0;0.48;мужской;0;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080085;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.38;женский;1;0;высшее;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080105;Форма банка (без печати работодателя);Ремонт;0;0.46;мужской;1;0;среднее-специальное;специалист;>250;0;104;37;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080125;Поступление зарплаты на счет;Покупка автомобиля;1;0.49;мужской;0;0;среднее-специальное;рабочий;>250;0;10;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080145;Поступление зарплаты на счет;Покупка автомобиля;0;0.36;мужской;2;0;среднее-специальное;вспомогательный персонал;>250;0;20;38;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080165;Форма банка (без печати работодателя);Ремонт;0;0.26;мужской;1;0;высшее;вспомогательный персонал;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080185;Поступление зарплаты на счет;Покупка автомобиля;1;0.25;мужской;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080205;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.5;мужской;1;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080225;Поступление зарплаты на счет;Ремонт;0;0.36;женский;0;0;высшее;специалист;>250;1;37;25;Торговля;ООО;холост / не замужем;1;1;1;0;0;0;0;0;0;0;1;1;0;9;1;1;0;7;7;0;0;0;0;0;0;0
5;1080245;Поступление зарплаты на счет;Ремонт;0;0.49;мужской;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080265;Поступление зарплаты на счет;Ремонт;1;0.44;женский;0;0;незаконченное высшее;специалист;>250;0;56;24;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.6388888889;0;0;0;0;0.25;1;3;13;4;1;1;6;51;1;1;1;1;1;1;1
5;1080285;2НДФЛ;Ремонт;1;0.49;женский;0;0;высшее;специалист;>250;3;111;30;Другое;ЗАО;холост / не замужем;2;1;1;1;1;0.1420765027;0;0;0;0;0.4444444444;4;5;157;9;2;0;25;97;1;0;0;0;0;0;0
5;1080305;Поступление зарплаты на счет;Ремонт;0;0.22;мужской;0;0;высшее;менеджер среднего звена;>250;0;57;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080325;2НДФЛ;Ремонт;1;0.59;женский;2;0;высшее;специалист;>250;0;99;30;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080345;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;женский;2;0;среднее-специальное;рабочий;>250;0;11;34;Другое;ОАО;гражданский брак;0;0;0;0;0;0;0;0;0;0;0;0;1;4;1;0;0;33;33;0;0;0;0;0;0;0
5;1080365;Свободная форма с печатью работодателя;Ремонт;1;0.49;женский;0;0;высшее;вспомогательный персонал;< 50;0;15;49;Торговля;ООО;женат / замужем;4;2;1;0;0;0.1228070175;0;1;0;0;0.7142857143;5;2;150;7;3;0;4;69;1;1;1;1;1;1;0
5;1080385;Поступление зарплаты на счет;Отпуск;0;0.41;женский;0;0;высшее;менеджер среднего звена;>250;0;32;26;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080405;Поступление зарплаты на счет;Ремонт;1;0.41;женский;0;0;среднее-специальное;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080425;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;1;0;высшее;специалист;>250;0;30;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080445;Форма банка (без печати работодателя);Ремонт;0;0.25;женский;1;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080465;Форма банка (без печати работодателя);Ремонт;0;0.26;мужской;1;0;высшее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080485;Поступление зарплаты на счет;Ремонт;1;0.35;женский;0;0;высшее;вспомогательный персонал;>250;0;14;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080505;2НДФЛ;Покупка недвижимости/ строительство;1;0.5;женский;0;0;высшее;специалист;>250;1;50;26;Другое;ОАО;женат / замужем;1;1;1;1;0;0;0;0;0;0;0;0;2;14;2;0;1;8;20;0;0;0;0;0;0;0
5;1080525;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;0;0.45;женский;0;0;высшее;специалист;< 50;0;78;29;Другое;ООО;разведен / разведена;4;3;1;1;1;0.1956521739;0;0;0;0;0.5;4;4;111;8;2;1;7;81;1;0;0;0;0;0;0
5;1080545;Поступление зарплаты на счет;Покупка автомобиля;1;0.59;женский;2;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080565;Форма банка (без печати работодателя);Покупка автомобиля;0;0.12;мужской;1;0;высшее;специалист;>250;0;44;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080585;2НДФЛ;Покупка автомобиля;1;0.49;мужской;0;0;среднее-специальное;менеджер по продажам;>250;0;7;27;Торговля;ЗАО;холост / не замужем;4;2;2;2;2;0;0;2;0;0;0.6;3;2;30;5;2;0;3;39;0;0;0;0;0;0;0
5;1080605;2НДФЛ;Ремонт;1;0.49;женский;1;0;высшее;специалист;< 50;0;24;32;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080625;Форма банка (без печати работодателя);Ремонт;0;0.22;женский;1;0;высшее;менеджер среднего звена;< 50;0;99;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080645;2НДФЛ;Покупка земли;0;0.47;мужской;0;0;высшее;менеджер по продажам;< 50;3;58;26;Торговля;Индивидуальный предприниматель;женат / замужем;3;3;3;3;3;0;1;0;0;0;1;1;0;18;1;1;0;18;18;0;0;0;0;0;0;0
5;1080665;Форма банка (без печати работодателя);Ремонт;1;0.59;женский;0;0;высшее;менеджер среднего звена;>250;0;13;25;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080685;2НДФЛ;Покупка недвижимости/ строительство;1;0.43;мужской;2;0;среднее-специальное;менеджер высшего звена;>250;0;21;45;Торговля;ООО;разведен / разведена;2;2;2;2;2;0;0;1;0;0;1;1;0;3;1;1;0;4;4;0;0;0;0;0;0;0
5;1080705;Форма банка (без печати работодателя);Лечение;1;0.18;мужской;0;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080725;2НДФЛ;Ремонт;0;0.29;женский;0;0;высшее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080745;Поступление зарплаты на счет;Ремонт;0;0.33;женский;0;0;среднее-специальное;рабочий;>250;1;108;47;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080765;Поступление зарплаты на счет;Ремонт;0;0.47;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080785;Поступление зарплаты на счет;Ремонт;0;0.24;женский;0;0;второе высшее;менеджер среднего звена;>250;0;79;32;Торговля;ООО;женат / замужем;5;3;1;1;1;0.1173469388;0;1;1;1;0.1666666667;3;15;173;18;1;1;1;99;1;1;0;0;0;0;0
5;1080805;Поступление зарплаты на счет;Ремонт;1;0.32;женский;0;0;высшее;специалист;>250;0;6;55;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080825;Форма банка (без печати работодателя);Другое;1;0.17;мужской;1;0;среднее-специальное;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080845;Поступление зарплаты на счет;Ремонт;1;0.34;мужской;0;0;высшее;специалист;>250;1;48;26;Информационные технологии;ООО;холост / не замужем;0;0;0;0;0;0.0263157895;0;0;0;0;0.5;2;2;74;4;1;1;11;29;1;0;0;0;0;0;0
5;1080865;Поступление зарплаты на счет;Ремонт;0;0.21;женский;0;0;высшее;специалист;>250;0;7;24;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080885;Форма банка (без печати работодателя);Ремонт;1;0.22;женский;0;0;второе высшее;менеджер среднего звена;>250;0;96;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080905;Поступление зарплаты на счет;Покупка автомобиля;1;0.11;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080925;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.26;мужской;0;0;среднее-специальное;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1080945;2НДФЛ;Покупка автомобиля;1;0.36;мужской;1;0;высшее;менеджер среднего звена;>250;0;31;26;Торговля;ООО;женат / замужем;1;1;1;1;1;0.0344827586;0;0;0;0;0.5;2;2;56;4;1;0;13;22;1;0;0;0;0;0;0
5;1080965;2НДФЛ;Ремонт;0;0.33;мужской;0;0;высшее;специалист;< 50;0;29;52;Информационные технологии;ООО;холост / не замужем;1;1;0;0;0;0;1;0;0;0;0.5714285714;4;3;163;7;2;3;17;66;0;0;0;0;0;0;0
5;1080985;;Покупка автомобиля;1;;женский;0;0;высшее;другое;;1;44;26;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081005;Поступление зарплаты на счет;Отпуск;1;0.49;женский;0;0;высшее;вспомогательный персонал;>250;1;10;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081025;2НДФЛ;Лечение;1;0.29;мужской;1;0;высшее;специалист;< 50;0;12;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081045;2НДФЛ;Ремонт;0;0.54;женский;0;0;высшее;специалист;>250;0;17;29;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081065;2НДФЛ;Ремонт;1;0.43;женский;0;0;среднее-специальное;вспомогательный персонал;>250;1;354;50;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081085;2НДФЛ;Ремонт;0;0.42;женский;0;0;высшее;специалист;>250;0;89;31;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081105;2НДФЛ;Ремонт;0;;женский;2;0;второе высшее;другое;;1;82;31;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081125;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.56;мужской;0;0;среднее;вспомогательный персонал;>250;0;227;53;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081145;Поступление зарплаты на счет;Ремонт;0;0.07;мужской;1;0;высшее;менеджер среднего звена;>250;0;21;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081165;2НДФЛ;Покупка автомобиля;0;0.46;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;13;31;Другое;ОАО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
5;1081185;2НДФЛ;Ремонт;1;0.36;женский;1;0;высшее;менеджер высшего звена;< 50;0;10;50;Другое;ООО;холост / не замужем;1;1;1;0;0;0.1851851852;0;0;0;0;0.3333333333;2;4;110;6;2;2;14;83;1;0;0;0;0;0;0
5;1081205;Форма банка (без печати работодателя);Другое;0;0.29;мужской;0;0;второе высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081225;2НДФЛ;Покупка автомобиля;1;0.48;мужской;2;0;среднее;специалист;>250;0;10;36;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081245;Поступление зарплаты на счет;Ремонт;1;0.44;мужской;1;0;высшее;рабочий;>250;0;58;40;Другое;ООО;женат / замужем;1;0;0;0;0;0.0212765957;1;2;0;0;0.3333333333;4;8;92;12;3;0;3;72;1;0;0;0;0;0;0
5;1081265;Форма банка (без печати работодателя);Ремонт;1;0.21;мужской;2;0;высшее;специалист;>250;0;26;26;Торговля;ЗАО;женат / замужем;1;0;0;0;0;0.2;0;0;0;0;0.6666666667;2;1;44;3;0;1;6;40;1;0;0;0;0;0;0
5;1081285;2НДФЛ;Ремонт;0;0.35;женский;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081305;2НДФЛ;Ремонт;0;0.46;мужской;0;0;высшее;менеджер среднего звена;< 50;1;92;39;Торговля;ООО;женат / замужем;4;1;1;0;0;0.0247933884;1;0;0;0;0.1111111111;1;8;118;9;1;0;20;75;1;1;1;0;0;0;0
5;1081325;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;1;0;высшее;менеджер среднего звена;>250;0;56;33;Торговля;ООО;женат / замужем;2;1;0;0;0;0;1;0;0;0;0.5;1;1;24;2;1;1;15;37;0;0;0;0;0;0;0
5;1081345;Форма банка (без печати работодателя);Ремонт;1;0.47;мужской;3;0;среднее-специальное;вспомогательный персонал;< 50;0;13;36;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081365;Форма банка (без печати работодателя);Ремонт;1;0.22;мужской;0;0;среднее-специальное;рабочий;>250;0;61;54;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081385;Поступление зарплаты на счет;Отпуск;1;0.28;мужской;1;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081405;2НДФЛ;Обучение;1;0.32;женский;0;0;незаконченное высшее;вспомогательный персонал;>250;0;14;26;Другое;ООО;холост / не замужем;1;1;1;0;0;0.0476190476;0;0;0;0;0.5;2;2;60;4;0;0;6;39;1;0;0;0;0;0;0
5;1081425;Форма банка (без печати работодателя);Ремонт;1;0.42;женский;0;0;незаконченное высшее;менеджер среднего звена;>250;0;96;49;Торговля;ЗАО;женат / замужем;1;1;0;0;0;0.0897435897;0;1;1;1;0.5;2;2;71;4;2;0;1;63;1;0;0;0;0;0;0
5;1081445;Форма банка (без печати работодателя);Ремонт;0;0.41;мужской;1;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081465;2НДФЛ;Ремонт;1;0.17;мужской;2;0;незаконченное высшее;специалист;>250;0;27;30;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081485;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.19;мужской;1;0;высшее;менеджер высшего звена;>250;0;22;37;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081505;Свободная форма с печатью работодателя;Ремонт;1;0.5;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081525;Свободная форма с печатью работодателя;Покупка автомобиля;1;0.48;мужской;2;0;высшее;менеджер высшего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081545;Поступление зарплаты на счет;Отпуск;1;0.43;женский;0;0;*n.a.*;специалист;>250;0;87;32;Торговля;ООО;холост / не замужем;1;1;1;0;0;0.5555555556;0;0;0;0;0.6;3;2;76;5;1;1;11;99;1;1;1;1;1;0;0
5;1081565;2НДФЛ;Ремонт;1;0.39;мужской;1;0;высшее;рабочий;>250;0;40;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081585;2НДФЛ;Покупка недвижимости/ строительство;0;0.35;мужской;1;0;высшее;специалист;>250;0;18;29;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081605;Форма банка (без печати работодателя);Ремонт;1;0.32;женский;0;0;высшее;вспомогательный персонал;< 50;0;6;31;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081625;Поступление зарплаты на счет;Другое;0;0.54;женский;0;0;высшее;специалист;>250;0;27;25;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081645;2НДФЛ;Ремонт;1;0.49;женский;0;0;высшее;специалист;>250;3;22;28;Торговля;ООО;женат / замужем;6;6;6;5;5;0;1;0;0;0;0.75;3;1;26;4;2;0;6;12;0;0;0;0;0;0;0
5;1081665;Форма банка (без печати работодателя);Ремонт;0;0.26;мужской;1;0;второе высшее;специалист;>250;0;223;41;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081685;Форма банка (без печати работодателя);Ремонт;1;0.31;мужской;0;0;высшее;вспомогательный персонал;>250;0;8;34;Информационные технологии;ЗАО;холост / не замужем;0;0;0;0;0;0.2391304348;0;0;0;0;0.5;1;1;35;2;0;0;39;90;1;0;0;0;0;0;0
5;1081705;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.59;мужской;0;0;высшее;специалист;>250;0;89;29;Торговля;ЗАО;женат / замужем;0;0;0;0;0;0.2806122449;0;3;0;0;0.4615384615;6;7;141;13;4;1;3;98;1;1;1;1;0;0;0
5;1081725;Поступление зарплаты на счет;Ремонт;1;0.53;женский;0;0;высшее;рабочий;>250;0;100;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081745;Поступление зарплаты на счет;Ремонт;1;0.27;женский;0;0;высшее;специалист;>250;0;20;43;Информационные технологии;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0;0;1;12;1;0;1;11;11;0;0;0;0;0;0;0
5;1081765;2НДФЛ;Покупка автомобиля;0;0.57;мужской;2;0;высшее;менеджер среднего звена;>250;3;32;33;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081785;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.59;мужской;0;0;незаконченное высшее;специалист;>250;0;14;25;Информационные технологии;ОАО;холост / не замужем;2;1;1;1;1;0.1507936508;0;0;0;0;0;0;13;107;13;0;2;10;59;1;1;1;1;0;0;0
5;1081805;2НДФЛ;Покупка автомобиля;0;0.39;мужской;0;0;высшее;специалист;>250;0;25;28;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081825;Форма банка (без печати работодателя);Ремонт;0;0.25;женский;0;0;высшее;менеджер среднего звена;< 50;0;80;38;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081845;Поступление зарплаты на счет;Покупка мебели;1;0.27;мужской;0;0;среднее;вспомогательный персонал;>250;0;89;46;Другое;ЗАО;женат / замужем;1;1;0;0;0;0;1;0;0;0;0;0;2;59;2;0;1;64;87;0;0;0;0;0;0;0
5;1081865;2НДФЛ;Покупка автомобиля;0;0.45;мужской;0;0;высшее;специалист;>250;0;17;24;Торговля;ООО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;0;0;1;10;1;0;1;12;12;0;0;0;0;0;0;0
5;1081885;2НДФЛ;Ремонт;1;0.36;мужской;0;0;высшее;менеджер среднего звена;>250;3;12;27;Другое;Государственное предприятие;женат / замужем;0;0;0;0;0;0.064516129;0;2;0;0;0.6666666667;2;1;29;3;1;1;4;22;1;0;0;0;0;0;0
5;1081905;2НДФЛ;Покупка недвижимости/ строительство;1;0.56;мужской;1;0;высшее;специалист;>250;1;23;36;Другое;ОАО;женат / замужем;3;1;0;0;0;0;0;3;2;0;0.625;5;3;83;8;2;0;2;36;0;0;0;0;0;0;0
5;1081925;Форма банка (без печати работодателя);Ремонт;0;0.37;мужской;0;0;высшее;специалист;>250;0;34;28;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081945;2НДФЛ;Отпуск;0;0.37;женский;0;0;высшее;специалист;< 50;0;165;46;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081965;2НДФЛ;Ремонт;1;0.41;мужской;0;0;высшее;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1081985;Поступление зарплаты на счет;Покупка автомобиля;1;0.49;женский;0;0;незаконченное высшее;специалист;>250;0;11;27;Торговля;ОАО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
5;1082005;2НДФЛ;Ремонт;0;;женский;1;0;высшее;другое;;1;74;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1082025;Поступление зарплаты на счет;Ремонт;0;0.28;мужской;0;0;высшее;специалист;>250;0;34;30;Информационные технологии;ООО;женат / замужем;3;2;1;0;0;0;1;0;0;0;0.6666666667;2;1;55;3;2;0;27;77;0;0;0;0;0;0;0
5;1082045;2НДФЛ;Ремонт;1;0.45;мужской;0;0;высшее;менеджер среднего звена;>250;3;38;31;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1082065;Поступление зарплаты на счет;Ремонт;1;0.18;мужской;2;0;высшее;специалист;>250;0;207;44;Торговля;ЗАО;холост / не замужем;0;0;0;0;0;0.1111111111;0;0;0;0;0.5;1;1;8;2;0;1;12;12;1;0;0;0;0;0;0
