Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
5;1050425;Поступление зарплаты на счет;Покупка автомобиля;1;0.19;женский;1;0;высшее;менеджер по продажам;>250;0;70;28;Торговля;ЗАО;женат / замужем;1;1;0;0;0;0;0;0;0;0;0;0;1;7;1;0;0;13;13;0;0;0;0;0;0;0
5;1050445;Форма банка (без печати работодателя);Покупка автомобиля;0;0.37;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1050465;Поступление зарплаты на счет;Покупка бытовой техники;1;0.08;мужской;0;0;высшее;менеджер среднего звена;>250;0;36;37;Другое;ООО;холост / не замужем;0;0;0;0;0;0;1;0;0;0;0;0;1;15;1;0;0;20;20;0;0;0;0;0;0;0
5;1050485;2НДФЛ;Покупка автомобиля;1;0.59;женский;0;0;среднее-специальное;специалист;>250;0;101;48;Другое;ЗАО;холост / не замужем;2;1;1;1;1;0;0;1;0;0;0.3333333333;1;2;10;3;0;0;5;80;0;0;0;0;0;0;0
5;1050505;2НДФЛ;Ремонт;1;0.23;мужской;0;0;среднее-специальное;рабочий;>250;0;71;45;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1050525;2НДФЛ;Отпуск;1;0.38;мужской;2;0;высшее;менеджер среднего звена;>250;0;6;37;Другое;ООО;женат / замужем;2;1;1;1;1;0.0970873786;0;0;0;0;0.1176470588;2;15;186;17;1;0;11;90;1;1;1;1;1;0;0
5;1050545;Поступление зарплаты на счет;Ремонт;0;0.48;мужской;1;0;высшее;специалист;>250;1;63;35;Торговля;ООО;разведен / разведена;3;1;1;0;0;0.0150753769;0;2;1;1;0.2777777778;5;13;196;18;2;2;1;72;1;1;0;0;0;0;0
5;1050565;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.47;мужской;1;0;высшее;менеджер среднего звена;>250;0;136;47;Сельское и лесное хозяйство;ОАО;женат / замужем;0;0;0;0;0;0.04;1;0;0;0;0;0;1;24;1;0;1;26;26;1;0;0;0;0;0;0
5;1050585;Поступление зарплаты на счет;Ремонт;1;0.53;женский;0;0;второе высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1050605;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.22;женский;1;0;высшее;менеджер по продажам;< 50;0;13;35;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1050625;Форма банка (без печати работодателя);Ремонт;1;0.18;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;77;46;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1050645;Свободная форма с печатью работодателя;Лечение;1;0.49;женский;0;0;среднее-специальное;специалист;< 50;0;15;42;Информационные технологии;ООО;холост / не замужем;0;0;0;0;0;0.0384615385;0;0;0;0;0.6666666667;2;1;50;3;1;0;8;60;1;0;0;0;0;0;0
5;1050665;2НДФЛ;Покупка автомобиля;1;0.59;мужской;2;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1050685;Форма банка (без печати работодателя);Ремонт;0;0.24;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;121;51;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1050705;Форма банка (без печати работодателя);Другое;0;0.56;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1050725;Поступление зарплаты на счет;Ремонт;0;0.58;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1050745;2НДФЛ;Покупка автомобиля;0;0.45;мужской;1;0;высшее;специалист;>250;3;94;33;Другое;Государственное предприятие;женат / замужем;1;1;0;0;0;0;0;0;0;0;0.25;2;6;63;8;1;0;13;96;0;0;0;0;0;0;0
5;1050765;Поступление зарплаты на счет;Ремонт;0;0.34;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1050785;Поступление зарплаты на счет;Ремонт;0;0.46;мужской;1;0;высшее;специалист;>250;0;6;30;Другое;ОАО;женат / замужем;0;0;0;0;0;0;0;0;0;0;1;1;0;16;1;0;0;15;15;0;0;0;0;0;0;0
5;1050805;2НДФЛ;Покупка недвижимости/ строительство;0;0.16;мужской;0;0;высшее;менеджер среднего звена;>250;1;45;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1050825;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.36;женский;1;0;высшее;менеджер среднего звена;>250;0;68;44;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1050845;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.51;женский;2;0;высшее;рабочий;>250;0;73;32;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1050865;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.14;мужской;0;0;высшее;менеджер среднего звена;< 50;0;29;54;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1050885;Свободная форма с печатью работодателя;Ремонт;1;0.44;мужской;1;0;незаконченное высшее;специалист;< 50;0;38;43;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1050905;Поступление зарплаты на счет;Ремонт;1;0.31;мужской;0;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;40;34;Торговля;ООО;гражданский брак;0;0;0;0;0;0.2089552239;0;0;0;0;0.2;1;4;106;5;0;1;28;104;1;0;0;0;0;0;0
5;1050925;Поступление зарплаты на счет;Ремонт;0;0.49;мужской;3;0;среднее-специальное;рабочий;< 50;0;34;38;Другое;ООО;женат / замужем;2;2;2;2;0;0.2142857143;0;1;1;1;0.5;2;2;11;4;0;1;0;68;1;0;0;0;0;0;0
5;1050945;Поступление зарплаты на счет;Покупка автомобиля;0;0.4;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;54;42;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1050965;Форма банка (без печати работодателя);Ремонт;0;0.29;женский;0;0;высшее;специалист;< 50;0;249;42;Другое;Государственное предприятие;холост / не замужем;1;0;0;0;0;0.1;1;0;0;0;0;0;1;18;1;0;1;23;23;1;0;0;0;0;0;0
5;1050985;2НДФЛ;Покупка земли;0;0.49;женский;0;0;высшее;специалист;>250;0;123;50;Другое;ООО;разведен / разведена;3;2;2;2;1;0.0714285714;1;0;0;0;0.5555555556;5;4;195;9;2;1;10;86;1;1;0;0;0;0;0
5;1051005;2НДФЛ;Ремонт;1;0.42;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;0;189;44;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1051025;2НДФЛ;Покупка автомобиля;0;0.53;мужской;2;0;высшее;вспомогательный персонал;>250;0;248;40;Сельское и лесное хозяйство;ОАО;женат / замужем;1;1;1;0;0;0;0;1;1;1;0.25;1;3;39;4;1;0;1;51;0;0;0;0;0;0;0
5;1051045;2НДФЛ;Покупка автомобиля;1;0.16;мужской;1;0;высшее;менеджер среднего звена;< 50;0;60;49;Торговля;ООО;женат / замужем;1;1;1;1;1;0.3333333333;0;0;0;0;1;2;0;10;2;1;0;10;77;1;1;1;1;0;0;0
5;1051065;Форма банка (без печати работодателя);Лечение;1;0.47;мужской;0;0;высшее;специалист;>250;0;21;53;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1051085;Поступление зарплаты на счет;Покупка земли;0;0.35;женский;1;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1051105;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.32;мужской;0;0;высшее;рабочий;>250;0;56;45;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1051125;2НДФЛ;Ремонт;0;0.33;мужской;0;0;высшее;менеджер по продажам;>250;1;76;31;Информационные технологии;ООО;холост / не замужем;2;0;0;0;0;0.036;0;1;1;0;0.6363636364;7;4;241;11;2;0;2;93;1;1;1;1;0;0;0
5;1051145;Поступление зарплаты на счет;Ремонт;1;0.53;мужской;0;0;среднее-специальное;рабочий;>250;0;53;28;Другое;ЗАО;холост / не замужем;0;0;0;0;0;0;1;0;0;0;0.3333333333;1;2;52;3;1;0;6;68;0;0;0;0;0;0;0
5;1051165;Форма банка (без печати работодателя);Покупка автомобиля;1;0.43;мужской;2;0;среднее-специальное;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1051185;Форма банка (без печати работодателя);Ремонт;1;0.59;мужской;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;39;26;Торговля;ЗАО;женат / замужем;0;0;0;0;0;0;0;2;0;0;0.6666666667;2;1;30;3;1;1;4;28;0;0;0;0;0;0;0
5;1051205;2НДФЛ;Отпуск;1;0.25;мужской;0;0;высшее;менеджер высшего звена;>250;0;63;31;Другое;ООО;женат / замужем;3;2;2;0;0;0.2653061224;0;1;1;1;0.6;3;2;72;5;2;0;1;59;1;1;1;1;0;0;0
5;1051225;Форма банка (без печати работодателя);Ремонт;1;0.57;мужской;0;0;среднее-специальное;менеджер среднего звена;>250;0;177;50;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1051245;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.43;женский;0;0;высшее;вспомогательный персонал;>250;0;10;35;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
5;1051265;2НДФЛ;Покупка недвижимости/ строительство;0;0.39;женский;0;0;высшее;вспомогательный персонал;>250;1;14;31;Другое;ООО;холост / не замужем;1;1;1;1;0;0.1212121212;0;0;0;0;0.3333333333;2;4;58;6;2;2;11;55;1;0;0;0;0;0;0
5;1051285;2НДФЛ;Другое;0;0.19;женский;0;0;среднее-специальное;специалист;>250;0;106;34;Торговля;ООО;женат / замужем;1;1;0;0;0;0.0227272727;0;0;0;0;0.125;1;7;129;8;1;2;8;86;1;1;1;0;0;0;0
5;1051305;2НДФЛ;Покупка недвижимости/ строительство;0;0.1;мужской;0;0;высшее;менеджер высшего звена;< 50;0;31;32;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1051325;Поступление зарплаты на счет;Ремонт;0;0.46;женский;0;0;высшее;специалист;>250;0;10;44;Информационные технологии;ЗАО;холост / не замужем;2;1;1;1;1;0.0428015564;0;0;0;0;0.375;3;5;246;8;1;0;6;77;1;0;0;0;0;0;0
5;1051345;2НДФЛ;Покупка недвижимости/ строительство;0;0.54;мужской;2;0;второе высшее;специалист;>250;0;146;32;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1051365;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.49;мужской;1;0;высшее;специалист;>250;0;60;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1051385;2НДФЛ;Ремонт;0;0.58;женский;1;0;высшее;специалист;>250;1;32;42;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1051405;Форма банка (без печати работодателя);Ремонт;1;0.37;мужской;0;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1051425;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.52;мужской;0;0;высшее;менеджер высшего звена;< 50;0;99;56;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1051445;Форма банка (без печати работодателя);Покупка земли;1;0.56;женский;2;0;среднее-специальное;специалист;< 50;0;56;37;Торговля;ООО;женат / замужем;1;0;0;0;0;0.0204081633;0;0;0;0;0.4285714286;3;4;96;7;0;0;7;40;1;0;0;0;0;0;0
5;1051465;2НДФЛ;Ремонт;1;0.59;женский;1;0;высшее;вспомогательный персонал;>250;0;32;42;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1051485;2НДФЛ;Покупка автомобиля;0;0.47;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;93;35;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1051505;Форма банка (без печати работодателя);Ремонт;0;0.27;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;19;24;Торговля;ООО;холост / не замужем;1;0;0;0;0;0;0;1;1;0;0.6;3;2;21;5;1;0;2;15;0;0;0;0;0;0;0
5;1051525;Форма банка (без печати работодателя);Ремонт;1;0.25;женский;2;1;среднее-специальное;специалист;< 50;0;14;44;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1051545;Поступление зарплаты на счет;Ремонт;1;0.48;мужской;0;0;среднее;специалист;>250;0;13;30;Торговля;ООО;женат / замужем;0;0;0;0;0;0.6666666667;0;1;0;0;1;1;0;2;1;1;0;5;5;1;1;0;0;0;0;0
5;1051565;Поступление зарплаты на счет;Ремонт;1;0.36;мужской;1;0;высшее;специалист;>250;0;27;34;Информационные технологии;ООО;женат / замужем;2;2;1;1;1;0.0221238938;1;1;1;1;0.2857142857;4;10;221;14;3;1;1;112;1;0;0;0;0;0;0
5;1051585;Поступление зарплаты на счет;Покупка автомобиля;1;0.49;мужской;1;0;незаконченное высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1051605;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.2;мужской;0;0;высшее;менеджер среднего звена;>250;0;29;30;Торговля;ООО;холост / не замужем;1;1;0;0;0;0.1086956522;1;0;0;0;0.2222222222;2;7;82;9;1;1;16;102;1;1;0;0;0;0;0
5;1051625;Форма банка (без печати работодателя);Ремонт;1;0.18;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1051645;2НДФЛ;Отпуск;1;0.25;женский;0;0;второе высшее;специалист;>250;0;12;26;Торговля;ООО;холост / не замужем;1;1;1;0;0;0.0476190476;0;0;0;0;1;2;0;20;2;1;0;6;17;1;0;0;0;0;0;0
5;1051665;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.34;женский;0;0;высшее;специалист;>250;0;24;30;Другое;ООО;холост / не замужем;2;2;2;2;2;;1;0;0;0;0;0;1;0;1;0;0;45;45;0;0;0;0;0;0;0
5;1051685;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.39;женский;2;0;среднее-специальное;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1051705;Поступление зарплаты на счет;Отпуск;1;0.31;мужской;0;0;незаконченное высшее;менеджер среднего звена;>250;0;47;33;Другое;ЗАО;женат / замужем;0;0;0;0;0;0.1710526316;0;0;0;0;0.4;2;3;63;5;1;1;6;61;1;0;0;0;0;0;0
5;1051725;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.49;мужской;0;0;высшее;специалист;>250;0;25;37;Информационные технологии;ООО;разведен / разведена;5;4;2;0;0;0.6354166667;0;0;0;0;0.5;2;2;35;4;1;0;40;94;1;1;0;0;0;0;0
5;1051745;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.45;женский;0;0;высшее;торговый представитель;>250;0;22;26;Другое;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
5;1051765;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;0;0;высшее;менеджер среднего звена;>250;1;45;30;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1051785;Поступление зарплаты на счет;Ремонт;1;0.26;женский;0;0;высшее;менеджер среднего звена;>250;0;33;31;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
5;1051805;Поступление зарплаты на счет;Лечение;1;0.33;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;23;54;Торговля;ООО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;1;2;0;11;2;1;0;7;13;0;0;0;0;0;0;0
5;1051825;Поступление зарплаты на счет;Отпуск;0;0.31;мужской;1;0;среднее-специальное;специалист;>250;1;73;33;Торговля;ЗАО;женат / замужем;1;1;0;0;0;0.03;0;0;0;0;0.2857142857;2;5;97;7;1;2;7;51;1;0;0;0;0;0;0
5;1051845;Форма банка (без печати работодателя);Ремонт;1;0.35;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;70;30;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1051865;2НДФЛ;Ремонт;1;0.49;мужской;1;0;среднее-специальное;менеджер по продажам;< 50;0;197;42;Торговля;ООО;женат / замужем;0;0;0;0;0;0.014084507;0;0;0;0;0.5;2;2;70;4;1;1;14;61;1;0;0;0;0;0;0
5;1051885;2НДФЛ;Покупка автомобиля;0;0.32;мужской;1;0;незаконченное высшее;специалист;>250;0;107;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1051905;2НДФЛ;Покупка автомобиля;1;0.49;мужской;2;0;среднее-специальное;менеджер среднего звена;< 50;0;271;43;Другое;ОАО;женат / замужем;3;3;3;3;1;0;1;1;0;0;0.6666666667;2;1;21;3;2;0;4;75;0;0;0;0;0;0;0
5;1051925;2НДФЛ;Ремонт;0;0.48;женский;1;0;второе высшее;специалист;>250;0;114;34;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1051945;Поступление зарплаты на счет;Ремонт;1;0.32;женский;1;0;высшее;специалист;>250;0;142;34;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1051965;Поступление зарплаты на счет;Покупка автомобиля;1;0.43;мужской;0;0;высшее;специалист;>250;0;74;28;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1051985;Поступление зарплаты на счет;Покупка автомобиля;0;0.13;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;57;30;Другое;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.5;1;1;77;2;1;1;40;41;0;0;0;0;0;0;0
5;1052005;2НДФЛ;Ремонт;0;0.32;женский;2;0;высшее;торговый представитель;>250;0;10;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1052025;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.57;женский;0;0;среднее-специальное;вспомогательный персонал;>250;1;46;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1052045;2НДФЛ;Ремонт;0;0.17;мужской;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1052065;Форма банка (без печати работодателя);Ремонт;0;0.47;мужской;0;0;высшее;специалист;>250;0;37;47;Другое;ООО;женат / замужем;1;0;0;0;0;0;0;0;0;0;0.3333333333;3;6;196;9;1;3;13;83;0;0;0;0;0;0;0
5;1052085;2НДФЛ;Другое;1;0.32;мужской;0;0;второе высшее;менеджер среднего звена;< 50;1;208;52;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1052105;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;0;0;высшее;менеджер среднего звена;>250;0;190;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1052125;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.25;мужской;1;0;второе высшее;специалист;>250;3;95;37;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1052145;Поступление зарплаты на счет;Ремонт;1;0.22;женский;0;0;высшее;специалист;>250;1;76;28;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1052165;Форма банка (без печати работодателя);Ремонт;0;0.45;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1052185;Поступление зарплаты на счет;Ремонт;0;0.47;женский;2;0;высшее;специалист;>250;0;79;39;Торговля;ООО;женат / замужем;1;1;0;0;0;0.0930232558;0;0;0;0;0.3333333333;1;2;78;3;1;1;28;55;1;0;0;0;0;0;0
5;1052205;Поступление зарплаты на счет;Лечение;0;0.18;женский;0;0;высшее;вспомогательный персонал;>250;0;12;23;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1052225;Форма банка (без печати работодателя);Ремонт;0;0.22;женский;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1052245;Поступление зарплаты на счет;Ремонт;0;0.25;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;19;23;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1052265;Поступление зарплаты на счет;Ремонт;1;0.41;женский;2;0;среднее-специальное;торговый представитель;>250;0;37;39;Торговля;ОАО;женат / замужем;0;0;0;0;0;0;0;0;0;0;1;1;0;19;1;0;0;19;19;0;0;0;0;0;0;0
5;1052285;Поступление зарплаты на счет;Лечение;1;0.34;женский;0;0;среднее;вспомогательный персонал;< 50;0;11;25;Торговля;ООО;женат / замужем;1;1;1;1;1;0;0;0;0;0;0;0;1;13;1;0;0;19;19;0;0;0;0;0;0;0
5;1052305;2НДФЛ;Ремонт;1;0.52;женский;2;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1052325;Поступление зарплаты на счет;Отпуск;1;0.27;женский;2;0;высшее;специалист;>250;0;74;35;Другое;ОАО;женат / замужем;1;1;0;0;0;0.0793650794;0;0;0;0;0.25;1;3;58;4;0;1;21;33;1;0;0;0;0;0;0
5;1052345;Поступление зарплаты на счет;Ремонт;0;0.46;мужской;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;107;28;Торговля;ООО;холост / не замужем;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;
5;1052365;2НДФЛ;Ремонт;1;0.36;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1052385;Форма банка (без печати работодателя);Ремонт;1;0.22;мужской;1;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1052405;Форма банка (без печати работодателя);Покупка автомобиля;0;0.16;мужской;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1052425;2НДФЛ;Покупка недвижимости/ строительство;1;0.06;женский;0;0;второе высшее;менеджер высшего звена;>250;0;16;50;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1052445;Поступление зарплаты на счет;Покупка автомобиля;1;0.32;женский;0;0;высшее;менеджер среднего звена;>250;0;22;46;Торговля;ООО;холост / не замужем;0;0;0;0;0;0;0;1;0;0;0.4;2;3;30;5;0;0;5;58;0;0;0;0;0;0;0
5;1052465;Форма банка (без печати работодателя);Ремонт;0;0.18;женский;1;0;среднее-специальное;специалист;>250;0;44;34;Торговля;ООО;женат / замужем;1;0;0;0;0;0;1;0;0;0;0.1666666667;1;5;55;6;1;0;18;86;0;0;0;0;0;0;0
5;1052485;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.34;мужской;0;0;незаконченное высшее;специалист;>250;0;99;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1052505;2НДФЛ;Покупка бытовой техники;1;0.44;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;96;40;Торговля;ООО;холост / не замужем;1;1;1;1;1;0;1;0;0;0;0.25;3;5;197;8;2;1;23;90;0;0;0;0;0;0;0
5;1052525;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.11;женский;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1052545;Поступление зарплаты на счет;Ремонт;0;0.07;мужской;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1052565;2НДФЛ;Покупка недвижимости/ строительство;1;0.35;мужской;1;0;высшее;менеджер среднего звена;>250;0;40;34;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1052585;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;высшее;рабочий;>250;0;58;30;Торговля;ЗАО;холост / не замужем;1;0;0;0;0;0.4576271186;1;0;0;0;0.6666666667;2;1;32;3;2;0;8;67;1;0;0;0;1;1;0
5;1052605;2НДФЛ;Ремонт;0;0.48;мужской;1;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;141;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1052625;Поступление зарплаты на счет;Обучение;1;0.09;женский;1;0;среднее;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1052645;Форма банка (без печати работодателя);Ремонт;1;0.16;мужской;1;0;высшее;менеджер среднего звена;>250;0;61;34;Торговля;ООО;разведен / разведена;0;0;0;0;0;0.0526315789;1;0;0;0;0.6666666667;2;1;108;3;1;1;31;66;1;0;0;0;0;0;0
5;1052665;2НДФЛ;Ремонт;0;0.17;женский;0;0;высшее;специалист;>250;3;13;25;Торговля;ООО;холост / не замужем;1;0;0;0;0;0.1304347826;0;0;0;0;0.3333333333;1;2;20;3;0;0;8;33;1;0;0;0;0;0;0
5;1052685;Форма банка (без печати работодателя);Покупка автомобиля;1;0.23;мужской;0;0;высшее;вспомогательный персонал;>250;0;66;35;Другое;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;1;2;0;64;2;1;0;37;37;0;0;0;0;0;0;0
5;1052705;2НДФЛ;Покупка автомобиля;0;0.24;женский;0;0;высшее;вспомогательный персонал;>250;0;11;23;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1052725;Форма банка (без печати работодателя);Ремонт;1;0.42;женский;2;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;41;26;Торговля;ООО;женат / замужем;1;1;1;1;0;0;0;0;0;0;0;0;2;21;2;0;1;23;27;0;0;0;0;0;0;0
5;1052745;2НДФЛ;Лечение;1;0.58;мужской;1;0;высшее;рабочий;>250;3;47;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;1052765;Форма банка (без печати работодателя);Ремонт;1;0.35;мужской;0;0;среднее-специальное;менеджер по продажам;>250;0;19;26;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0185185185;0;0;0;0;0.3333333333;1;2;53;3;1;1;27;31;1;0;0;0;0;0;0
5;1052785;Форма банка (без печати работодателя);Другое;1;0.59;мужской;1;0;высшее;специалист;< 50;0;10;40;Торговля;ЗАО;женат / замужем;0;0;0;0;0;0.0631067961;1;0;0;0;0.1428571429;1;6;193;7;0;2;16;92;1;1;1;1;0;0;0
5;1052805;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;0;0.53;женский;2;0;высшее;специалист;< 50;0;9;33;Другое;ООО;женат / замужем;1;0;0;0;0;0.0721649485;0;0;0;0;0;0;5;90;5;0;1;20;95;1;1;0;0;0;0;0
